ID,Absatz,Gibt es eine Verbindung von einem eindeutig deterministischen Grundansatz mit einer indeterministischen Verteidigung der formellen Zufälligkeit?
7.480,"In Ansehung der Sinnenvorstellung ist die Gemüthsstörung entweder Unsinnigkeit oder Wahnsinn. Als Verkehrtheit der Urtheilskraft und der Vernunft heißt sie Wahnwitz oder Aberwitz. Wer bei seinen Einbildungen die Vergleichung mit den Gesetzen der Erfahrung habituell unterläßt (wachend träumt), ist Phantast (Grillenfänger); ist er es mit Affect, so heißt er Enthusiast. Unerwartete Anwandlungen des Phantasten heißen Überfälle der Phantasterei ( raptus ).",
3.804,"Nun ist zur Auflösung der ersten kosmologischen Aufgabe nichts weiter nöthig, als noch auszumachen: ob in dem Regressus zu der unbedingten Größe des Weltganzen (der Zeit und dem Raume nach) dieses niemals begränzte Aufsteigen ein Rückgang ins Unendliche heißen könne, oder nur ein unbestimmbar fortgesetzter Regressus ( in indefinitum ),",
4.196,"Es liegt aber der sämmtlichen Wahrnehmung die reine Anschauung (in Ansehung ihrer als Vorstellung die Form der inneren Anschauung, die Zeit), der Association die reine Synthesis der Einbildungskraft und dem empirischen Bewußtsein die reine Apperception, d. i. die durchgängige Identität seiner selbst bei allen möglichen Vorstellungen, a priori zum Grunde.",
3.292,"Hieraus erhellt nun, daß der Schematismus des Verstandes durch die transscendentale Synthesis der Einbildungskraft auf nichts anders, als die Einheit alles Mannigfaltigen der Anschauung in dem inneren Sinne und so indirect auf die Einheit der Apperception als Function, welche dem innern Sinn (einer Receptivität) correspondirt, hinauslaufe. Also sind die Schemate der reinen Verstandesbegriffe die wahren und einzigen Bedingungen, diesen eine Beziehung auf Objecte, mithin Bedeutung zu verschaffen, und die Kategorien sind daher am Ende von keinem andern als einem möglichen empirischen Gebrauche, indem sie bloß dazu dienen, durch Gründe einer a priori nothwendigen Einheit (wegen der nothwendigen Vereinigung alles Bewußtseins in einer ursprünglichen Apperception) Erscheinungen allgemeinen Regeln der Synthesis zu unterwerfen und sie dadurch zur durchgängigen Verknüpfung in einer Erfahrung schicklich zu machen.",
9.1966,"Zuletzt gedenke ich noch der Fabel von der Palingenesie der Pflanzen, deren Kircher Erwähnung gethan hat. Zu den Zeiten, da die Chemie anfing zu blühen und man allerlei curiosa chemica experimenta machte, kam diese Meinung auf. Den Anlaß zu diesem Gedichte hat die Vegetation, nachahmende Concretion und Krystallisation der Salze gegeben. Das im Champagner- und Bourgognerwein aufgelöste Sal ammoniacum stellt Weintrauben vor; es thut dieses aber auch im Wasser.",
4.203,"Die objective Einheit alles (empirischen) Bewußtseins in einem Bewußtsein (der ursprünglichen Apperception) ist also die nothwendige Bedingung sogar aller möglichen Wahrnehmung, und die Affinität aller Erscheinungen (nahe oder entfernte) ist eine nothwendige Folge einer Synthesis in der Einbildungskraft, die a priori auf Regeln gegründet ist.",
4.242,"Hieraus erhellt nun, daß der Schematismus des Verstandes durch die transscendentale Synthesis der Einbildungskraft auf nichts anders, als die Einheit alles Mannigfaltigen der Anschauung in dem innern Sinne und so indirect auf die Einheit der Apperception als Function, welche dem innern Sinn (einer Receptivität) correspondirt, hinauslaufe. Also sind die Schemate der reinen Verstandesbegriffe die wahre und einzige Bedingungen, diesen eine Beziehung auf Objecte, mithin Bedeutung zu verschaffen; und die Kategorien sind daher am Ende von keinem andern, als einem möglichen empirischen Gebrauche, indem sie blos dazu dienen, durch Gründe einer a priori nothwendigen Einheit (wegen der nothwendigen Vereinigung alles Bewußtseins in einer ursprünglichen Apperception) Erscheinungen allgemeinen Regeln der Synthesis zu unterwerfen und sie dadurch zur durchgängigen Verknüpfung in einer Erfahrung schicklich zu machen.",
9.280,"Mit der Synthesis jedes neuen Begriffs in der Aggregation coordinirter Merkmale wächst die extensive oder ausgebreitete Deutlichkeit, so wie mit der weitern Analysis der Begriffe in der Reihe subordinirter Merkmale die intensive oder tiefe Deutlichkeit. Diese letztere Art der Deutlichkeit, da sie nothwendig zur Gründlichkeit und Bündigkeit des Erkenntnisses dient, ist darum hauptsächlich Sache der Philosophie und wird insbesondre in metaphysischen Untersuchungen am höchsten getrieben.",
9.716,"2. Ein jeder Vernunftschluß muß Nothwendigkeit geben. Induction und Analogie sind daher keine Vernunftschlüsse, sondern nur logische Präsumtionen oder auch empirische Schlüsse; und durch Induction bekommt man wohl generale, aber nicht universale Sätze.",
9.1925,"Die Cascarilla de Loja oder Fieberrinde ist die Rinde eines Baumes ohnferne des Amazonenstromes und anderwärts in Südamerika. Es ist ein specifisches Mittel wider das Fieber; muß aber von der Chinawurzel oder -Rinde unterschieden werden. Das Sassafras ist die Wurzel eines Baumes in Florida. Das Guajak (Gummi oder Resina Guajaci ) wird in venerischen, vorzüglich gichtischen Krankheiten gebraucht. Man kann den Balsam- und die Gummibäume zum Theil auch zu den medicinischen Gewächsen rechnen. Quassia. - Colombo.",
9.10,"Ob nun aber wirklich der logische Satz der Identität und des Widerspruchs an sich und schlechthin keiner weitern Deduction fähig und bedürftig sei, das ist freilich eine andre Frage, die auf die vielbedeutende Frage führt: ob es überhaupt ein absolut erstes Princip aller Erkenntnis und Wissenschaft gebe, ob ein solches möglich sei und gefunden werden könne?",
9.91,Das Feld der Philosophie in dieser weltbürgerlichen Bedeutung läßt sich auf folgende Fragen bringen:,
5.487,"Weil alles, was der bloß reflectirenden Urtheilskraft ohne Interesse gefallen soll, in seiner Vorstellung subjective und als solche allgemein-gültige Zweckmäßigkeit bei sich führen muß, gleichwohl aber hier keine Zweckmäßigkeit der Form des Gegenstandes (wie beim Schönen) der Beurtheilung zum Grunde liegt, so fragt sich: welches ist diese subjective Zweckmäßigkeit? und wodurch wird sie als Norm vorgeschrieben, um in der bloßen Größenschätzung und zwar der, welche gar bis zur Unangemessenheit unseres Vermögens der Einbildungskraft in Darstellung des Begriffs von einer Größe getrieben worden, einen Grund zum allgemein gültigen Wohlgefallen abzugeben?",
4.1066,Wie ist ein kategorischer Imperativ möglich?,
9.192,"7) Bei Bestimmung seines besondern Horizonts selbst prüfe man sorgfältig: zu welchem Theile des Erkenntnisses man die größte Fähigkeit und Wohlgefallen habe, was in Ansehung gewisser Pflichten mehr oder weniger nöthig sei, was mit den nothwendigen Pflichten nicht zusammen bestehen könne und endlich",
9.13,"Welche Bewandtniß es nun aber auch immer hiermit haben möge, so viel ist ausgemacht: in jedem Fall bleibt die Logik im Innern ihres Bezirkes, was das Wesentliche betrifft, unverändert; und die transscendentale Frage: ob die logischen Sätze noch einer Ableitung aus einem höhern, absoluten Princip fähig und bedürftig sind, kann auf sie selbst und die Gültigkeit und Evidenz ihrer Gesetze so wenig Einfluß haben, als auf die reine Mathematik in Ansehung ihres wissenschaftlichen Gehalts die transscendentale Aufgabe hat: Wie sind synthetische Urtheile a priori in der Mathematik möglich? So wie der Mathematiker als Mathematiker, so kann auch der Logiker als Logiker innerhalb des Bezirks seiner Wissenschaft beim Erklären und Beweisen seinen Gang ruhig und sicher fortgehen, ohne sich um die außer seiner Sphäre liegende transscendentale Frage des Transscendental-Philosophen und Wissenschaftslehrers bekümmern zu dürfen: Wie reine Mathematik oder reine Logik als Wissenschaft möglich sei?",
6.951,"Kann man es einem großen unlängst verstorbenen Monarchen zum verbrecherischen Vorhaben anrechnen, daß er ein behend wirkendes Gift bei sich führte, vermuthlich damit, wenn er in dem Kriege, den er persönlich führte, gefangen würde, er nicht etwa genöthigt sei, Bedingungen der Auslösung einzugehn, die seinem Staate nachtheilig sein könnten; denn diese Absicht kann man ihm unterlegen, ohne daß man nötig hat, hierunter einen bloßen Stolz zu vermuthen?",
5.790,§ 66. Vom Princip der Beurtheilung der innern Zweckmäßigkeit in organisirten Wesen.,
9.242,"2) der Satz des zureichenden Grundes ( principium rationis sufficientis ), auf welchem die (logische) Wirklichkeit einer Erkenntniß beruht, daß sie gegründet sei, als Stoff zu assertorischen Urtheilen;",
6.982,"Kann eine Unwahrheit aus bloßer Höflichkeit (z. B. das ganz gehorsamster Diener am Ende eines Briefes) für Lüge gehalten werden? Niemand wird ja dadurch betrogen. - Ein Autor frägt einen seiner Leser: wie gefällt Ihnen mein Werk? Die Antwort könnte nun zwar illusorisch gegeben werden, da man über die Verfänglichkeit einer solchen Frage spöttelte; aber wer hat den Witz immer bei der Hand? Das geringste Zögern mit der Antwort ist schon Kränkung des Verfassers; darf er diesem also zum Munde reden?",
1.686,"Weil nichts in der ganzen Natur auf das genaueste abgewogen ist, so hat auch kein Planet eine ganz cirkelförmige Bewegung; aber die Kometen weichen am meisten davon ab, weil der Schwung, der ihnen zur Seite eingedrückt worden, am wenigsten zu der Centralkraft ihres ersten Abstandes proportionirt gewesen.",
9.786,"3) der Relation nach muß sie nicht tautologisch, d. i. die Merkmale des Definitums müssen, als Erkenntnißgründe desselben, von ihm selbst verschieden sein, und endlich",
8.252,"Erster Abschnitt. Über die objective Realität derjenigen Begriffe, denen keine correspondirende sinnliche Anschauung gegeben werden kann, nach Herrn Eberhard.",
7.538,"§ 59. Das Genie scheint auch nach der Verschiedenheit des Nationalschlages und des Bodens, dem es angeboren ist, verschiedene ursprüngliche Keime in sich zu haben und sie verschiedentlich zu entwickeln. Es schlägt bei den Deutschen mehr in die Wurzel, bei den Italiänern in die Krone, bei den Franzosen in die Blüthe und bei den Engländern in die Frucht.",
2.38,"Anhang einer kurzen Betrachtung über die Frage: Ob die Westwinde in unseren Gegenden darum feucht seien, weil sie über ein großes Meer streichen.",
9.243,"3) der Satz des ausschließenden Dritten ( principium exclusi medii inter duo contradictoria ), worauf sich die (logische) Nothwendigkeit eines Erkenntnisses gründet - daß nothwendig so und nicht anders geurtheilt werden müsse, d. i. daß das Gegentheil falsch sei - für apodiktische Urtheile.",
9.345,"Der Überzeugung steht die Überredung entgegen, ein Fürwahrhalten aus unzureichenden Gründen, von denen man nicht weiß, ob sie bloß subjectiv oder auch objectiv sind.",
8.536,Der einzige Artikel dieser Art ist in dem Satze enthalten: Die Maximen der Philosophen über die Bedingungen der Möglichkeit des öffentlichen Friedens sollen von den zum Kriege gerüsteten Staaten zu Rathe gezogen werden.,
9.576,"In den Verstandesschlüssen per judicia subalternata sind die beiden Urtheile der Quantität nach unterschieden, und es wird hier das besondre Urtheil aus dem allgemeinen abgeleitet, dem Grundsatze zufolge: Vom Allgemeinen gilt der Schluß auf das Besondere ( ab universali ad particulare valet consequentia ).",
3.650,Der Antinomie der reinen Vernunft Erster Widerstreit der transscendentalen Ideen.,
3.692,Der Antinomie der reinen Vernunft Dritter Widerstreit der transscendentalen Ideen.,
3.671,Der Antinomie der reinen Vernunft Zweiter Widerstreit der transscendentalen Ideen.,
3.712,Der Antinomie der reinen Vernunft Vierter Widerstreit der transscendentalen Ideen.,
3.576,"Der logische Paralogismus besteht in der Falschheit eines Vernunftschlusses der Form nach, sein Inhalt mag übrigens sein, welcher er wolle. Ein transscendentaler Paralogismus aber hat einen transscendentalen Grund, der Form nach falsch zu schließen. Auf solche Weise wird ein dergleichen Fehlschluß in der Natur der Menschenvernunft seinen Grund haben und eine unvermeidliche, obzwar nicht unauflösliche Illusion bei sich führen.",
4.494,"Der logische Paralogismus besteht in der Falschheit eines Vernunftschlusses der Form nach, sein Inhalt mag übrigens sein, welcher er wolle. Ein transscendentaler Paralogismus aber hat einen transscendentalen Grund, der Form nach falsch zu schließen. Auf solche Weise wird ein dergleichen Fehlschluß in der Natur der Menschenvernunft seinen Grund haben und eine unvermeidliche, obzwar nicht unauflösliche Illusion bei sich führen.",
3.610,"Allgemeine Anmerkung, den Übergang von der rationalen Psychologie zur Kosmologie betreffend.",
4.211,Summarische Vorstellung der Richtigkeit und einzigen Möglichkeit dieser Deduction der reinen Verstandesbegriffe.,
5.825,"Aller Anschein einer Antinomie zwischen den Maximen der eigentlich physischen (mechanischen) und der teleologischen (technischen) Erklärungsart beruht also darauf: daß man einen Grundsatz der reflectirenden Urtheilskraft mit dem der bestimmenden und die Autonomie der ersteren (die bloß subjectiv für unsern Vernunftgebrauch in Ansehung der besonderen Erfahrungsgesetze gilt) mit der Heteronomie der anderen, welche sich nach dem von dem Verstande gegebenen (allgemeinen oder besondern) Gesetzen richten muß, verwechselt.",
9.42,"Wollte man diese bloß theoretische und allgemeine Doctrin zu einer praktischen Kunst, d. i. zu einem Organon brauchen: so würde sie Dialektik werden. Eine Logik des Scheins ( ars sophistica, disputatoria ), die aus einem bloßen Mißbrauche der Analytik entspringt, sofern nach der bloßen logischen Form der Schein einer wahren Erkenntniß, deren Merkmale doch von der Übereinstimmung mit den Objecten, also vom Inhalte hergenommen sein müssen, erkünstelt wird.",
3.820,"Als wir die Antinomie der reinen Vernunft durch alle transscendentale Ideen in einer Tafel vorstellten, da wir den Grund dieses Widerstreits und das einzige Mittel, ihn zu heben, anzeigten, welches darin bestand, daß beide entgegengesetzte behauptungen für falsch erklärt wurden: so haben wir allenthalben die bedingungen als zu ihrem Bedingten nach Verhältnissen des Raumes und der Zeit gehörig vorgestellt, welches die gewöhnliche Voraussetzung des gemeinen Menschenverstandes ist, worauf denn auch jener Widerstreit gänzlich beruhte. In dieser Rücksicht waren auch alle dialektische Vorstellungen der Totalität in der Reihe der Bedingungen zu einem gegebenen Bedingten durch und durch von gleicher Art. Es war immer eine Reihe, in welcher die Bedingung mit dem Bedingten als Glieder derselben verknüpft und dadurch gleichartig waren, da denn der Regressus niemals vollendet gedacht, oder, wenn dieses geschehen sollte, ein an sich bedingtes Glied fälschlich als ein erstes, mithin als unbedingt, angenommen werden müßte. Es wurde also zwar nicht allerwärts das Object, d. i. das Bedingte, aber doch die Reihe der Bedingungen zu demselben bloß ihrer Größe nach erwogen, und da bestand die Schwierigkeit, die durch keinen Vergleich, sondern durch gänzliche Abschneidung des Knotens allein gehoben werden konnte, darin, daß die Vernunft es dem Verstande entweder zu lang oder zu kurz machte, so daß dieser ihrer Idee niemals gleich kommen konnte.",
3.843,"Daß diese Vernunft nun Causalität habe, wenigstens wir uns eine dergleichen an ihr vorstellen, ist aus den Imperativen klar, welche wir in allem Praktischen den ausübenden Kräften als Regeln aufgeben. Das Sollen drückt eine Art von Nothwendigkeit und Verknüpfung mit Gründen aus, die in der ganzen Natur sonst nicht vorkommt. Der Verstand kann von dieser nur erkennen, was da ist oder gewesen ist oder sein wird. Es ist unmöglich, daß etwas darin anders sein soll, als es in allen diesen Zeitverhältnissen in der That ist; ja das Sollen, wenn man bloß den Lauf der Natur vor Augen hat, hat ganz und gar keine Bedeutung. Wir können gar nicht fragen, was in der Natur geschehen soll; eben so wenig als, was für Eigenschaften ein Cirkel haben soll; sondern was darin geschieht, oder welche Eigenschaften der letztere hat.",
